epoch,train_loss,val_loss
0,0.47189095616340637,1.0614509071622575
1,0.38163696442331585,0.8956138789653778
2,0.3090861141681671,0.7589799889496395
3,0.2502581040774073,0.6385954064982278
4,0.19925176990883692,0.5268344112804958
5,0.15371017583778926,0.4231420372213636
6,0.11361464964491981,0.3288726019007819
7,0.07926133700779506,0.24523271300962993
8,0.05130900362772601,0.1775955350271293
9,0.03122909726308925,0.1260975535426821
10,0.01823202334344387,0.09121814104063171
11,0.011469958549631494,0.06848719024232455
12,0.008269091702199407,0.055066097394696305
13,0.007021878879251224,0.0475508485521589
14,0.006597178356189813,0.04373229707458189
15,0.006459077005274594,0.041534063938472955
16,0.006366252932431442,0.04039855008678777
17,0.006331840962437647,0.039634046011737416
18,0.006293695819165025,0.03913398765559707
19,0.006231046065555087,0.03885598873187389
20,0.006122306987111058,0.038262434636375735
21,0.006067732049684439,0.03779612075803535
22,0.006000157678499818,0.03731442156380841
23,0.005932947953364679,0.036858308794243
24,0.005887560380090561,0.036244783617023914
25,0.005807620306898441,0.035982978264135976
26,0.005735821423253843,0.03556020637708051
27,0.005676355878157275,0.034974965932113786
28,0.005611660574296755,0.034625667546476634
29,0.005566314744230892,0.034102900618953366
