epoch,train_loss,val_loss
0,0.050626721499221664,0.24047530495694705
1,0.03627604991197586,0.2913495408637183
2,0.027760771236249378,0.32166833696620806
3,0.023133100143500736,0.3144523155476366
4,0.020657343922981193,0.2967191929263728
5,0.019097682620797838,0.26741343257682665
6,0.017830056005290577,0.2421126908489636
7,0.016678397211113145,0.21816478988954
8,0.015808706504425833,0.19614190608263016
9,0.014987493665622813,0.17663266030805452
10,0.014131369268787759,0.1614961868950299
11,0.01341526276831116,0.14518176311893122
12,0.012777780980936118,0.13141561272953237
13,0.01205298344471625,0.11710302638156074
14,0.011499658825674228,0.10498186733041491
15,0.010846196939902646,0.09117104219538825
16,0.010361224712271775,0.07883297159735646
17,0.009946915986282485,0.0694478363064783
18,0.009505418727972679,0.06140246455158506
19,0.00928294485700982,0.05236461013555527
20,0.008935931171955807,0.045780912307756286
21,0.008670740561293704,0.037748930510133505
22,0.00848714099265635,0.03356080189613359
23,0.008389625997681702,0.028455629013478756
24,0.008187696038346206,0.0246872154862753
25,0.008236302428745798,0.02347115201077291
26,0.008074455778114498,0.02046236814931035
27,0.008004594594240189,0.018767968551920994
28,0.007939756365625985,0.017348809467096413
29,0.007926423834370715,0.015628773220149533
