epoch,train_loss,val_loss
0,0.21819701332312363,0.08671974362089084
1,0.0909747458421267,0.032258994375857025
2,0.034873243170575455,0.026725429611710403
3,0.01914193552847092,0.03469532147909586
4,0.016811541389100827,0.03882140666246414
5,0.01657400871268832,0.03870353464467021
6,0.016492017544806004,0.03809908419274367
7,0.016260238794180062,0.036805196557767116
8,0.016267909453465387,0.03584288329315873
9,0.015865028817923024,0.034827034132411845
10,0.01573785222493685,0.033838818387056775
11,0.015669380601208944,0.031878407686375655
12,0.015368565702094482,0.03172991732851817
13,0.015387872448907448,0.029934735126936667
14,0.01503086595151287,0.029719075832802515
15,0.014960673100386675,0.028342809259461667
16,0.014637679058628587,0.02739010201408886
17,0.014558985829353333,0.026000531641050026
18,0.014273663248436956,0.02558690857572051
19,0.01418028248903843,0.024251826125412032
20,0.013874717128391448,0.022815314031994112
21,0.01389054456152595,0.022413728937793236
22,0.013611765900770059,0.02036603970023302
23,0.013364876495101131,0.020220453976295315
24,0.01322899368376686,0.0191330649675085
25,0.012985056982590603,0.018124041971392356
26,0.01276127121841105,0.016955369456599537
27,0.012603317638142751,0.015697945876476858
28,0.012453325379353303,0.015026211828136673
29,0.012336968157726984,0.01456299046269403
