epoch,train_loss,val_loss
0,0.44065286006246296,0.3591270425489971
1,0.3815167929444994,0.3165506624749729
2,0.33324025358472553,0.2819805805172239
3,0.2903078666755131,0.24985259026288986
4,0.2509793628539358,0.22094996592828206
5,0.2141306730253356,0.1911577827164105
6,0.1788932021175112,0.16077048171843802
7,0.1452003467295851,0.13794160793934548
8,0.11411507747003011,0.12013860579047884
9,0.08653920037405831,0.10858720674046449
10,0.06315019859799317,0.1081570740789175
11,0.04721379679228578,0.11176463322980064
12,0.036729649640619755,0.11968820515487875
13,0.030980762892535756,0.12814156764319964
14,0.028404253401926587,0.13398114698273794
15,0.02732870780995914,0.1368222428219659
16,0.02668149915656873,0.135856993496418
17,0.02626535070261785,0.1368639093956777
18,0.026021912494408234,0.13269949305270398
19,0.025561320329351083,0.13103137537837029
20,0.025048698830817426,0.12880877405405045
21,0.024740391011748995,0.1267730508531843
22,0.024344430105494603,0.12340447838817324
23,0.023925862541156157,0.12062210084072181
24,0.023432158066758087,0.11640482076576777
25,0.023141039668449333,0.1143942368882043
26,0.022584559861570597,0.11128237790295056
27,0.022122150353555168,0.10904549727482456
28,0.021819327625312974,0.1036403195134231
29,0.021307719206171378,0.10015519468912057
