epoch,train_loss,val_loss
0,0.22268646636179515,0.5896848227296557
1,0.16531994619539805,0.4518957904406956
2,0.1118275767990521,0.3130293935537338
3,0.06548637178327356,0.18650090960519655
4,0.03143151530197689,0.09119880252650805
5,0.013870701526424714,0.0404864384659699
6,0.008735955260427935,0.02609210547858051
7,0.008133451154987727,0.026059270703366826
8,0.007753221085295081,0.025319953316024373
9,0.007520589844456741,0.022659195387469872
10,0.007297261884169919,0.020465357894343988
11,0.007073186437732407,0.01823750657162496
12,0.006838786565432591,0.01615095218377454
13,0.006663967805382397,0.015382830585752214
14,0.006535433898014682,0.014852560740629477
15,0.006375906490055578,0.014263116189145617
16,0.006252872125644769,0.014112628364403332
17,0.0061878551828808016,0.01404857452559684
18,0.006108016224711069,0.013920063385739923
19,0.006014859004478369,0.014083953740607415
20,0.005935903605339783,0.01404100761283189
21,0.005864130632419672,0.014070307802675026
22,0.005759836557055158,0.014238103359405483
23,0.005706226486446602,0.014068908324199063
24,0.005633862739029739,0.014193689583667688
25,0.005611484704006996,0.014182795870250888
26,0.005524254088023943,0.014364911542673196
27,0.0053970870462113196,0.014384899587769593
28,0.005370435620924192,0.014064737944863737
29,0.005244956002570689,0.014372825556035553
