epoch,train_loss,val_loss
0,0.09171209697212492,0.3151763432792255
1,0.06884130596050195,0.26102359273603987
2,0.04895307043833392,0.2118648056473051
3,0.03419757474746023,0.16771236115268298
4,0.024384841788560152,0.13046618630843504
5,0.019510614220052958,0.10262101516127586
6,0.017462123983672688,0.08026428733553205
7,0.016602513313825642,0.0662967466882297
8,0.015915130930287496,0.05249201386634793
9,0.015406708233058453,0.04527100015963827
10,0.014805801744971956,0.04120926998023476
11,0.014374322756858808,0.0399115655039038
12,0.014066386435713087,0.04088393545576504
13,0.013845303628061498,0.04199073503592184
14,0.013682667598394411,0.041295184820358245
15,0.013417524618229695,0.04254598629527858
16,0.013137768122500606,0.04330910775544388
17,0.012934212173734392,0.041990508258874924
18,0.012882321773629104,0.040354941106800525
19,0.012507221262369837,0.039982393849641085
20,0.0122702635292496,0.03959577949717641
21,0.012083513562434487,0.0376512016435819
22,0.011863917777580875,0.034626249223947525
23,0.01164120385822441,0.03412470880097577
24,0.011453481091718589,0.03136398111070905
25,0.01124406945226448,0.029799726326018572
26,0.011068775185516902,0.029609974340668747
27,0.010933563479089312,0.026971315865271857
28,0.010655217438137956,0.027335827837565115
29,0.01055896601506642,0.024431855683880194
